maps/instance0.xml,astar,euclidean,0.5,4,573692224,22898,2930,114,0.23712444305419922
maps/instance0.xml,astar,euclidean,0.5,4,738542170,22898,2930,114,0.2987942695617676
maps/instance0.xml,astar,euclidean,0.5,4,695499089,22898,2930,114,0.2797846794128418
maps/instance0.xml,astar,euclidean,0.5,4,569116474,22898,2930,114,0.23490571975708008
maps/instance0.xml,astar,euclidean,0.5,4,627265891,22898,2930,114,0.261030912399292
maps/instance0.xml,astar,euclidean,0.5,4,639163881,22898,2930,114,0.29520440101623535
maps/instance0.xml,astar,euclidean,0.5,4,626792204,22898,2930,114,0.26151585578918457
maps/instance0.xml,astar,euclidean,0.5,4,541942873,22898,2930,114,0.21967482566833496
maps/instance0.xml,astar,euclidean,0.5,4,663540890,22898,2930,114,0.26837706565856934
maps/instance0.xml,astar,euclidean,0.5,4,746010928,22898,2930,114,0.30704545974731445
maps/instance0.xml,astar,euclidean,0.5,8,800892277,45238,2930,89.5685,0.31189441680908203
maps/instance0.xml,astar,euclidean,0.5,8,1064717224,45238,2930,89.5685,0.4155130386352539
maps/instance0.xml,astar,euclidean,0.5,8,1093249065,45238,2930,89.5685,0.41559791564941406
maps/instance0.xml,astar,euclidean,0.5,8,879442307,45238,2930,89.5685,0.33759307861328125
maps/instance0.xml,astar,euclidean,0.5,8,1108360281,45238,2930,89.5685,0.4226546287536621
maps/instance0.xml,astar,euclidean,0.5,8,1161239199,45238,2930,89.5685,0.44451475143432617
maps/instance0.xml,astar,euclidean,0.5,8,1132844578,45238,2930,89.5685,0.4429764747619629
maps/instance0.xml,astar,euclidean,0.5,8,1194794842,45238,2930,89.5685,0.4631073474884033
maps/instance0.xml,astar,euclidean,0.5,8,1077711272,45238,2930,89.5685,0.4126548767089844
maps/instance0.xml,astar,euclidean,0.5,8,1070100916,45238,2930,89.5685,0.41460680961608887
maps/instance0.xml,astar,euclidean,1,4,760299079,22898,2930,114,0.301555871963501
maps/instance0.xml,astar,euclidean,1,4,668426325,22898,2930,114,0.26582860946655273
maps/instance0.xml,astar,euclidean,1,4,767405293,22898,2930,114,0.30085062980651855
maps/instance0.xml,astar,euclidean,1,4,758172045,22898,2930,114,0.2980010509490967
maps/instance0.xml,astar,euclidean,1,4,753250251,22898,2930,114,0.2947986125946045
maps/instance0.xml,astar,euclidean,1,4,712828851,22898,2930,114,0.2832944393157959
maps/instance0.xml,astar,euclidean,1,4,682712453,22898,2930,114,0.2686324119567871
maps/instance0.xml,astar,euclidean,1,4,650762323,22898,2930,114,0.2551600933074951
maps/instance0.xml,astar,euclidean,1,4,652694550,22898,2930,114,0.26099371910095215
maps/instance0.xml,astar,euclidean,1,4,680309291,22898,2930,114,0.2699754238128662
maps/instance0.xml,astar,euclidean,1,8,1367252807,45249,2931,89.5685,0.5060310363769531
maps/instance0.xml,astar,euclidean,1,8,1410517465,45249,2931,89.5685,0.5280230045318604
maps/instance0.xml,astar,euclidean,1,8,1290425627,45249,2931,89.5685,0.4790639877319336
maps/instance0.xml,astar,euclidean,1,8,1420354294,45249,2931,89.5685,0.5247275829315186
maps/instance0.xml,astar,euclidean,1,8,1309164811,45249,2931,89.5685,0.4856851100921631
maps/instance0.xml,astar,euclidean,1,8,1458576754,45249,2931,89.5685,0.5400791168212891
maps/instance0.xml,astar,euclidean,1,8,1343000317,45249,2931,89.5685,0.497783899307251
maps/instance0.xml,astar,euclidean,1,8,1380234361,45249,2931,89.5685,0.512275218963623
maps/instance0.xml,astar,euclidean,1,8,1259636062,45249,2931,89.5685,0.4694499969482422
maps/instance0.xml,astar,euclidean,1,8,1519270040,45249,2931,89.5685,0.5647106170654297
maps/instance0.xml,astar,euclidean,2,4,1129418809,27956,3575,114,0.42808961868286133
maps/instance0.xml,astar,euclidean,2,4,1024395098,27956,3575,114,0.3886592388153076
maps/instance0.xml,astar,euclidean,2,4,1160123778,27956,3575,114,0.44061803817749023
maps/instance0.xml,astar,euclidean,2,4,1073982266,27956,3575,114,0.4097867012023926
maps/instance0.xml,astar,euclidean,2,4,1321378169,27956,3575,114,0.49790287017822266
maps/instance0.xml,astar,euclidean,2,4,1067079322,27956,3575,114,0.4046201705932617
maps/instance0.xml,astar,euclidean,2,4,1260339109,27956,3575,114,0.48056912422180176
maps/instance0.xml,astar,euclidean,2,4,1163656954,27956,3575,114,0.44866442680358887
maps/instance0.xml,astar,euclidean,2,4,1155594697,27956,3575,114,0.4410548210144043
maps/instance0.xml,astar,euclidean,2,4,1369768132,27956,3575,114,0.5190722942352295
maps/instance0.xml,astar,euclidean,2,8,8722073565,216680,13870,89.5685,3.129321813583374
maps/instance0.xml,astar,euclidean,2,8,8682124783,216680,13870,89.5685,3.1089444160461426
maps/instance0.xml,astar,euclidean,2,8,8923644393,216680,13870,89.5685,3.194739580154419
maps/instance0.xml,astar,euclidean,2,8,8732227410,216680,13870,89.5685,3.127978801727295
maps/instance0.xml,astar,euclidean,2,8,8984225738,216680,13870,89.5685,3.2157578468322754
maps/instance0.xml,astar,euclidean,2,8,12271317136,216680,13870,89.5685,4.397587299346924
maps/instance0.xml,astar,euclidean,2,8,10087910764,216680,13870,89.5685,3.615121364593506
maps/instance0.xml,astar,euclidean,2,8,12767637610,216680,13870,89.5685,4.576763153076172
maps/instance0.xml,astar,euclidean,2,8,13019662596,216680,13870,89.5685,4.671889543533325
maps/instance0.xml,astar,euclidean,2,8,13929048295,216680,13870,89.5685,4.987301826477051
maps/instance0.xml,astar,euclidean,10,4,7758953986,137461,17674,114,2.7900619506835938
maps/instance0.xml,astar,euclidean,10,4,6148524344,137461,17674,114,2.2159390449523926
maps/instance0.xml,astar,euclidean,10,4,7564060358,137461,17674,114,2.7251429557800293
maps/instance0.xml,astar,euclidean,10,4,7682651121,137461,17674,114,2.771239995956421
maps/instance0.xml,astar,euclidean,10,4,6051908570,137461,17674,114,2.182241678237915
maps/instance0.xml,astar,euclidean,10,4,7722686955,137461,17674,114,2.7844150066375732
maps/instance0.xml,astar,euclidean,10,4,6247205166,137461,17674,114,2.2489054203033447
maps/instance0.xml,astar,euclidean,10,4,7172083848,137461,17674,114,2.580925703048706
maps/instance0.xml,astar,euclidean,10,4,6419357480,137461,17674,114,2.3108205795288086
maps/instance0.xml,astar,euclidean,10,4,6962575638,137461,17674,114,2.5064358711242676
maps/instance0.xml,astar,euclidean,10,8,51566256450,1000510,64080,89.5685,18.386592626571655
maps/instance0.xml,astar,euclidean,10,8,49133184280,1000510,64080,89.5685,17.520528554916382
maps/instance0.xml,astar,euclidean,10,8,60069437926,1000510,64080,89.5685,21.409147262573242
maps/instance0.xml,astar,euclidean,10,8,57394883185,1000510,64080,89.5685,20.457135915756226
maps/instance0.xml,astar,euclidean,10,8,55331994982,1000510,64080,89.5685,19.72892427444458
maps/instance0.xml,astar,euclidean,10,8,58313705897,1000510,64080,89.5685,20.791709423065186
maps/instance0.xml,astar,euclidean,10,8,48935120498,1000510,64080,89.5685,17.460519790649414
maps/instance0.xml,astar,euclidean,10,8,63456323834,1000510,64080,89.5685,22.6222722530365
maps/instance0.xml,astar,euclidean,10,8,48098189995,1000510,64080,89.5685,17.14621067047119
maps/instance0.xml,astar,euclidean,10,8,53392300161,1000510,64080,89.5685,19.043328762054443
maps/instance0.xml,astar,manhattan,0.5,4,646520583,22898,2930,114,0.2777373790740967
maps/instance0.xml,astar,manhattan,0.5,4,588944548,22898,2930,114,0.2790031433105469
maps/instance0.xml,astar,manhattan,0.5,4,581754112,22898,2930,114,0.24676918983459473
maps/instance0.xml,astar,manhattan,0.5,4,586608875,22898,2930,114,0.25163698196411133
